Year,Month,Decimal Year,Figure Reference,Sea_Area,Monthly_Average_Sea_Surface_Temperature_degrees_C
2005,6,2005.42,Figure 4.12,West Shetland,10.05
2005,7,2005.50,Figure 4.12,West Shetland,12.06
2005,8,2005.58,Figure 4.12,West Shetland,12.49
2005,9,2005.67,Figure 4.12,West Shetland,11.69
2005,10,2005.75,Figure 4.12,West Shetland,10.65
2005,11,2005.83,Figure 4.12,West Shetland,9.97
2005,12,2005.92,Figure 4.12,West Shetland,9.26
2006,1,2006.00,Figure 4.12,West Shetland,8.69
2006,2,2006.08,Figure 4.12,West Shetland,8.59
2006,3,2006.17,Figure 4.12,West Shetland,8.06
2006,4,2006.25,Figure 4.12,West Shetland,8.31
2006,5,2006.33,Figure 4.12,West Shetland,9.11
2006,6,2006.42,Figure 4.12,West Shetland,10.43
2006,7,2006.50,Figure 4.12,West Shetland,12.67
2006,8,2006.58,Figure 4.12,West Shetland,13.77
2006,9,2006.67,Figure 4.12,West Shetland,13.17
2006,10,2006.75,Figure 4.12,West Shetland,11.77
2006,11,2006.83,Figure 4.12,West Shetland,10.20
2006,12,2006.92,Figure 4.12,West Shetland,9.51
2007,1,2007.00,Figure 4.12,West Shetland,8.92
2007,2,2007.08,Figure 4.12,West Shetland,8.49
2007,3,2007.17,Figure 4.12,West Shetland,8.56
2007,4,2007.25,Figure 4.12,West Shetland,8.56
2007,5,2007.33,Figure 4.12,West Shetland,9.35
2007,6,2007.42,Figure 4.12,West Shetland,11.15
2007,7,2007.50,Figure 4.12,West Shetland,12.49
2007,8,2007.58,Figure 4.12,West Shetland,12.22
2007,9,2007.67,Figure 4.12,West Shetland,11.02
2007,10,2007.75,Figure 4.12,West Shetland,10.25
2007,11,2007.83,Figure 4.12,West Shetland,9.52
2007,12,2007.92,Figure 4.12,West Shetland,9.05
2008,1,2008.00,Figure 4.12,West Shetland,8.50
2008,2,2008.08,Figure 4.12,West Shetland,8.18
2008,3,2008.17,Figure 4.12,West Shetland,8.00
2008,4,2008.25,Figure 4.12,West Shetland,8.18
2008,5,2008.33,Figure 4.12,West Shetland,10.04
2008,6,2008.42,Figure 4.12,West Shetland,11.35
2008,7,2008.50,Figure 4.12,West Shetland,12.36
2008,8,2008.58,Figure 4.12,West Shetland,13.67
2008,9,2008.67,Figure 4.12,West Shetland,12.63
2008,10,2008.75,Figure 4.12,West Shetland,10.73
2008,11,2008.83,Figure 4.12,West Shetland,9.45
2008,12,2008.92,Figure 4.12,West Shetland,8.65
2009,1,2009.00,Figure 4.12,West Shetland,8.31
2009,2,2009.08,Figure 4.12,West Shetland,8.29
2009,3,2009.17,Figure 4.12,West Shetland,8.41
2009,4,2009.25,Figure 4.12,West Shetland,8.68
2009,5,2009.33,Figure 4.12,West Shetland,9.69
2009,6,2009.42,Figure 4.12,West Shetland,11.48
2009,7,2009.50,Figure 4.12,West Shetland,13.50
2009,8,2009.58,Figure 4.12,West Shetland,13.89
2009,9,2009.67,Figure 4.12,West Shetland,12.40
2009,10,2009.75,Figure 4.12,West Shetland,10.89
2009,11,2009.83,Figure 4.12,West Shetland,10.27
2009,12,2009.92,Figure 4.12,West Shetland,9.38
2010,1,2010.00,Figure 4.12,West Shetland,8.72
2010,2,2010.08,Figure 4.12,West Shetland,8.11
2010,3,2010.17,Figure 4.12,West Shetland,8.09
2010,4,2010.25,Figure 4.12,West Shetland,8.33
2010,5,2010.33,Figure 4.12,West Shetland,8.93
2010,6,2010.42,Figure 4.12,West Shetland,10.71
2010,7,2010.50,Figure 4.12,West Shetland,12.22
2010,8,2010.58,Figure 4.12,West Shetland,13.46
2010,9,2010.67,Figure 4.12,West Shetland,12.43
2010,10,2010.75,Figure 4.12,West Shetland,10.72
2010,11,2010.83,Figure 4.12,West Shetland,9.65
2010,12,2010.92,Figure 4.12,West Shetland,8.55
2011,1,2011.00,Figure 4.12,West Shetland,8.40
2011,2,2011.08,Figure 4.12,West Shetland,8.01
2011,3,2011.17,Figure 4.12,West Shetland,8.10
2011,4,2011.25,Figure 4.12,West Shetland,8.68
2011,5,2011.33,Figure 4.12,West Shetland,9.86
2011,6,2011.42,Figure 4.12,West Shetland,10.80
2011,7,2011.50,Figure 4.12,West Shetland,12.53
2011,8,2011.58,Figure 4.12,West Shetland,12.91
2011,9,2011.67,Figure 4.12,West Shetland,12.21
2011,10,2011.75,Figure 4.12,West Shetland,10.92
2011,11,2011.83,Figure 4.12,West Shetland,10.38
2011,12,2011.92,Figure 4.12,West Shetland,9.30
2012,1,2012.00,Figure 4.12,West Shetland,8.51
2012,2,2012.08,Figure 4.12,West Shetland,8.18
2012,3,2012.17,Figure 4.12,West Shetland,8.58
2012,4,2012.25,Figure 4.12,West Shetland,8.33
2012,5,2012.33,Figure 4.12,West Shetland,8.97
2012,6,2012.42,Figure 4.12,West Shetland,10.53
2012,7,2012.50,Figure 4.12,West Shetland,11.39
2012,8,2012.58,Figure 4.12,West Shetland,12.98
2012,9,2012.67,Figure 4.12,West Shetland,11.40
2012,10,2012.75,Figure 4.12,West Shetland,10.42
2012,11,2012.83,Figure 4.12,West Shetland,9.59
2012,12,2012.92,Figure 4.12,West Shetland,8.66
2013,1,2013.00,Figure 4.12,West Shetland,8.43
2013,2,2013.08,Figure 4.12,West Shetland,8.16
2013,3,2013.17,Figure 4.12,West Shetland,8.07
2013,4,2013.25,Figure 4.12,West Shetland,8.38
2013,5,2013.33,Figure 4.12,West Shetland,8.96
2013,6,2013.42,Figure 4.12,West Shetland,10.88
2013,7,2013.50,Figure 4.12,West Shetland,12.03
2013,8,2013.58,Figure 4.12,West Shetland,13.09
2013,9,2013.67,Figure 4.12,West Shetland,11.96
2013,10,2013.75,Figure 4.12,West Shetland,10.77
2013,11,2013.83,Figure 4.12,West Shetland,9.86
2013,12,2013.92,Figure 4.12,West Shetland,9.00
1997,1,1997.00,Figure 4.12,East Shetland,7.58
1997,2,1997.08,Figure 4.12,East Shetland,7.68
1997,3,1997.17,Figure 4.12,East Shetland,7.53
1997,4,1997.25,Figure 4.12,East Shetland,7.63
1997,5,1997.33,Figure 4.12,East Shetland,8.52
1997,6,1997.42,Figure 4.12,East Shetland,10.40
1997,7,1997.50,Figure 4.12,East Shetland,13.41
1997,8,1997.58,Figure 4.12,East Shetland,15.02
1997,9,1997.67,Figure 4.12,East Shetland,12.78
1997,10,1997.75,Figure 4.12,East Shetland,11.11
1997,11,1997.83,Figure 4.12,East Shetland,9.94
1997,12,1997.92,Figure 4.12,East Shetland,9.30
1998,1,1998.00,Figure 4.12,East Shetland,8.99
1998,2,1998.08,Figure 4.12,East Shetland,8.49
1998,3,1998.17,Figure 4.12,East Shetland,8.39
1998,4,1998.25,Figure 4.12,East Shetland,8.19
1998,5,1998.33,Figure 4.12,East Shetland,9.40
1998,6,1998.42,Figure 4.12,East Shetland,10.53
1998,7,1998.50,Figure 4.12,East Shetland,11.91
1998,8,1998.58,Figure 4.12,East Shetland,12.60
1998,9,1998.67,Figure 4.12,East Shetland,12.34
1998,10,1998.75,Figure 4.12,East Shetland,10.91
1998,11,1998.83,Figure 4.12,East Shetland,9.36
1998,12,1998.92,Figure 4.12,East Shetland,8.68
1999,1,1999.00,Figure 4.12,East Shetland,8.33
1999,2,1999.08,Figure 4.12,East Shetland,7.74
1999,3,1999.17,Figure 4.12,East Shetland,7.47
1999,4,1999.25,Figure 4.12,East Shetland,7.87
1999,5,1999.33,Figure 4.12,East Shetland,9.01
1999,6,1999.42,Figure 4.12,East Shetland,10.17
1999,7,1999.50,Figure 4.12,East Shetland,12.70
1999,8,1999.58,Figure 4.12,East Shetland,13.53
1999,9,1999.67,Figure 4.12,East Shetland,12.96
1999,10,1999.75,Figure 4.12,East Shetland,11.51
1999,11,1999.83,Figure 4.12,East Shetland,10.27
1999,12,1999.92,Figure 4.12,East Shetland,8.85
2000,1,2000.00,Figure 4.12,East Shetland,7.99
2000,2,2000.08,Figure 4.12,East Shetland,7.74
2000,3,2000.17,Figure 4.12,East Shetland,7.63
2000,4,2000.25,Figure 4.12,East Shetland,7.53
2000,5,2000.33,Figure 4.12,East Shetland,9.50
2000,6,2000.42,Figure 4.12,East Shetland,10.30
2000,7,2000.50,Figure 4.12,East Shetland,11.59
2000,8,2000.58,Figure 4.12,East Shetland,13.02
2000,9,2000.67,Figure 4.12,East Shetland,12.20
2000,10,2000.75,Figure 4.12,East Shetland,11.04
2000,11,2000.83,Figure 4.12,East Shetland,9.95
2000,12,2000.92,Figure 4.12,East Shetland,9.16
2001,1,2001.00,Figure 4.12,East Shetland,8.36
2001,2,2001.08,Figure 4.12,East Shetland,7.53
2001,3,2001.17,Figure 4.12,East Shetland,7.37
2001,4,2001.25,Figure 4.12,East Shetland,7.53
2001,5,2001.33,Figure 4.12,East Shetland,9.05
2001,6,2001.42,Figure 4.12,East Shetland,10.56
2001,7,2001.50,Figure 4.12,East Shetland,12.89
2001,8,2001.58,Figure 4.12,East Shetland,13.47
2001,9,2001.67,Figure 4.12,East Shetland,12.50
2001,10,2001.75,Figure 4.12,East Shetland,11.70
2001,11,2001.83,Figure 4.12,East Shetland,9.97
2001,12,2001.92,Figure 4.12,East Shetland,8.83
2002,1,2002.00,Figure 4.12,East Shetland,8.28
2002,2,2002.08,Figure 4.12,East Shetland,8.31
2002,3,2002.17,Figure 4.12,East Shetland,7.75
2002,4,2002.25,Figure 4.12,East Shetland,8.22
2002,5,2002.33,Figure 4.12,East Shetland,9.51
2002,6,2002.42,Figure 4.12,East Shetland,12.48
2002,7,2002.50,Figure 4.12,East Shetland,13.76
2002,8,2002.58,Figure 4.12,East Shetland,15.37
2002,9,2002.67,Figure 4.12,East Shetland,14.13
2002,10,2002.75,Figure 4.12,East Shetland,12.01
2002,11,2002.83,Figure 4.12,East Shetland,9.74
2002,12,2002.92,Figure 4.12,East Shetland,9.02
2003,1,2003.00,Figure 4.12,East Shetland,8.48
2003,2,2003.08,Figure 4.12,East Shetland,8.07
2003,3,2003.17,Figure 4.12,East Shetland,8.02
2003,4,2003.25,Figure 4.12,East Shetland,8.66
2003,5,2003.33,Figure 4.12,East Shetland,9.65
2003,6,2003.42,Figure 4.12,East Shetland,12.22
2003,7,2003.50,Figure 4.12,East Shetland,14.55
2003,8,2003.58,Figure 4.12,East Shetland,15.51
2003,9,2003.67,Figure 4.12,East Shetland,13.77
2003,10,2003.75,Figure 4.12,East Shetland,11.40
2003,11,2003.83,Figure 4.12,East Shetland,10.26
2003,12,2003.92,Figure 4.12,East Shetland,9.50
2004,1,2004.00,Figure 4.12,East Shetland,8.87
2004,2,2004.08,Figure 4.12,East Shetland,8.22
2004,3,2004.17,Figure 4.12,East Shetland,8.00
2004,4,2004.25,Figure 4.12,East Shetland,8.33
2004,5,2004.33,Figure 4.12,East Shetland,9.47
2004,6,2004.42,Figure 4.12,East Shetland,11.17
2004,7,2004.50,Figure 4.12,East Shetland,13.01
2004,8,2004.58,Figure 4.12,East Shetland,15.03
2004,9,2004.67,Figure 4.12,East Shetland,13.01
2004,10,2004.75,Figure 4.12,East Shetland,11.00
2004,11,2004.83,Figure 4.12,East Shetland,10.06
2004,12,2004.92,Figure 4.12,East Shetland,9.13
2005,1,2005.00,Figure 4.12,East Shetland,8.38
2005,2,2005.08,Figure 4.12,East Shetland,7.91
2005,3,2005.17,Figure 4.12,East Shetland,7.66
2005,4,2005.25,Figure 4.12,East Shetland,8.02
2005,5,2005.33,Figure 4.12,East Shetland,8.76
2005,6,2005.42,Figure 4.12,East Shetland,10.36
2005,7,2005.50,Figure 4.12,East Shetland,12.95
2005,8,2005.58,Figure 4.12,East Shetland,12.98
2005,9,2005.67,Figure 4.12,East Shetland,12.36
2005,10,2005.75,Figure 4.12,East Shetland,11.31
2005,11,2005.83,Figure 4.12,East Shetland,10.49
2005,12,2005.92,Figure 4.12,East Shetland,9.44
2006,1,2006.00,Figure 4.12,East Shetland,8.64
2006,2,2006.08,Figure 4.12,East Shetland,8.44
2006,3,2006.17,Figure 4.12,East Shetland,7.63
2006,4,2006.25,Figure 4.12,East Shetland,7.84
2006,5,2006.33,Figure 4.12,East Shetland,8.92
2006,6,2006.42,Figure 4.12,East Shetland,10.87
2006,7,2006.50,Figure 4.12,East Shetland,13.81
2006,8,2006.58,Figure 4.12,East Shetland,14.99
2006,9,2006.67,Figure 4.12,East Shetland,13.88
2006,10,2006.75,Figure 4.12,East Shetland,12.34
2006,11,2006.83,Figure 4.12,East Shetland,10.39
2006,12,2006.92,Figure 4.12,East Shetland,9.53
2007,1,2007.00,Figure 4.12,East Shetland,8.88
2007,2,2007.08,Figure 4.12,East Shetland,8.24
2007,3,2007.17,Figure 4.12,East Shetland,8.10
2007,4,2007.25,Figure 4.12,East Shetland,8.32
2007,5,2007.33,Figure 4.12,East Shetland,9.36
2007,6,2007.42,Figure 4.12,East Shetland,11.65
2007,7,2007.50,Figure 4.12,East Shetland,13.15
2007,8,2007.58,Figure 4.12,East Shetland,13.05
2007,9,2007.67,Figure 4.12,East Shetland,11.70
2007,10,2007.75,Figure 4.12,East Shetland,10.66
2007,11,2007.83,Figure 4.12,East Shetland,9.75
2007,12,2007.92,Figure 4.12,East Shetland,8.97
2008,1,2008.00,Figure 4.12,East Shetland,8.27
2008,2,2008.08,Figure 4.12,East Shetland,7.93
2008,3,2008.17,Figure 4.12,East Shetland,7.71
2008,4,2008.25,Figure 4.12,East Shetland,7.92
2008,5,2008.33,Figure 4.12,East Shetland,10.22
2008,6,2008.42,Figure 4.12,East Shetland,11.82
2008,7,2008.50,Figure 4.12,East Shetland,13.20
2008,8,2008.58,Figure 4.12,East Shetland,14.57
2008,9,2008.67,Figure 4.12,East Shetland,13.32
2008,10,2008.75,Figure 4.12,East Shetland,11.15
2008,11,2008.83,Figure 4.12,East Shetland,9.69
2008,12,2008.92,Figure 4.12,East Shetland,8.59
2009,1,2009.00,Figure 4.12,East Shetland,8.00
2009,2,2009.08,Figure 4.12,East Shetland,7.60
2009,3,2009.17,Figure 4.12,East Shetland,7.94
2009,4,2009.25,Figure 4.12,East Shetland,8.31
2009,5,2009.33,Figure 4.12,East Shetland,9.59
2009,6,2009.42,Figure 4.12,East Shetland,11.99
2009,7,2009.50,Figure 4.12,East Shetland,14.25
2009,8,2009.58,Figure 4.12,East Shetland,14.52
2009,9,2009.67,Figure 4.12,East Shetland,13.05
2009,10,2009.75,Figure 4.12,East Shetland,11.27
2009,11,2009.83,Figure 4.12,East Shetland,10.31
2009,12,2009.92,Figure 4.12,East Shetland,9.18
2010,1,2010.00,Figure 4.12,East Shetland,8.22
2010,2,2010.08,Figure 4.12,East Shetland,7.43
2010,3,2010.17,Figure 4.12,East Shetland,7.25
2010,4,2010.25,Figure 4.12,East Shetland,7.72
2010,5,2010.33,Figure 4.12,East Shetland,8.91
2010,6,2010.42,Figure 4.12,East Shetland,11.05
2010,7,2010.50,Figure 4.12,East Shetland,12.81
2010,8,2010.58,Figure 4.12,East Shetland,14.23
2010,9,2010.67,Figure 4.12,East Shetland,13.05
2010,10,2010.75,Figure 4.12,East Shetland,11.09
2010,11,2010.83,Figure 4.12,East Shetland,9.74
2010,12,2010.92,Figure 4.12,East Shetland,8.20
2011,1,2011.00,Figure 4.12,East Shetland,7.69
2011,2,2011.08,Figure 4.12,East Shetland,7.31
2011,3,2011.17,Figure 4.12,East Shetland,7.36
2011,4,2011.25,Figure 4.12,East Shetland,8.16
2011,5,2011.33,Figure 4.12,East Shetland,9.80
2011,6,2011.42,Figure 4.12,East Shetland,11.18
2011,7,2011.50,Figure 4.12,East Shetland,13.22
2011,8,2011.58,Figure 4.12,East Shetland,13.60
2011,9,2011.67,Figure 4.12,East Shetland,12.79
2011,10,2011.75,Figure 4.12,East Shetland,11.34
2011,11,2011.83,Figure 4.12,East Shetland,10.66
2011,12,2011.92,Figure 4.12,East Shetland,9.44
2012,1,2012.00,Figure 4.12,East Shetland,8.45
2012,2,2012.08,Figure 4.12,East Shetland,7.97
2012,3,2012.17,Figure 4.12,East Shetland,8.29
2012,4,2012.25,Figure 4.12,East Shetland,8.02
2012,5,2012.33,Figure 4.12,East Shetland,8.88
2012,6,2012.42,Figure 4.12,East Shetland,10.93
2012,7,2012.50,Figure 4.12,East Shetland,12.49
2012,8,2012.58,Figure 4.12,East Shetland,14.23
2012,9,2012.67,Figure 4.12,East Shetland,12.24
2012,10,2012.75,Figure 4.12,East Shetland,10.82
2012,11,2012.83,Figure 4.12,East Shetland,9.76
2012,12,2012.92,Figure 4.12,East Shetland,8.58
2013,1,2013.00,Figure 4.12,East Shetland,8.01
2013,2,2013.08,Figure 4.12,East Shetland,7.52
2013,3,2013.17,Figure 4.12,East Shetland,7.23
2013,4,2013.25,Figure 4.12,East Shetland,7.52
2013,5,2013.33,Figure 4.12,East Shetland,8.62
2013,6,2013.42,Figure 4.12,East Shetland,11.08
2013,7,2013.50,Figure 4.12,East Shetland,12.80
2013,8,2013.58,Figure 4.12,East Shetland,13.93
2013,9,2013.67,Figure 4.12,East Shetland,12.67
2013,10,2013.75,Figure 4.12,East Shetland,11.20
2013,11,2013.83,Figure 4.12,East Shetland,10.08
2013,12,2013.92,Figure 4.12,East Shetland,9.02
1997,1,1997.00,Figure 4.12,Fladen,7.58
1997,2,1997.08,Figure 4.12,Fladen,7.37
1997,3,1997.17,Figure 4.12,Fladen,7.20
1997,4,1997.25,Figure 4.12,Fladen,7.49
1997,5,1997.33,Figure 4.12,Fladen,8.56
1997,6,1997.42,Figure 4.12,Fladen,10.68
1997,7,1997.50,Figure 4.12,Fladen,13.51
1997,8,1997.58,Figure 4.12,Fladen,15.49
1997,9,1997.67,Figure 4.12,Fladen,13.00
1997,10,1997.75,Figure 4.12,Fladen,11.66
1997,11,1997.83,Figure 4.12,Fladen,10.58
1997,12,1997.92,Figure 4.12,Fladen,9.63
1998,1,1998.00,Figure 4.12,Fladen,8.94
1998,2,1998.08,Figure 4.12,Fladen,8.34
1998,3,1998.17,Figure 4.12,Fladen,8.10
1998,4,1998.25,Figure 4.12,Fladen,7.77
1998,5,1998.33,Figure 4.12,Fladen,9.40
1998,6,1998.42,Figure 4.12,Fladen,10.83
1998,7,1998.50,Figure 4.12,Fladen,12.11
1998,8,1998.58,Figure 4.12,Fladen,12.71
1998,9,1998.67,Figure 4.12,Fladen,12.47
1998,10,1998.75,Figure 4.12,Fladen,11.15
1998,11,1998.83,Figure 4.12,Fladen,9.77
1998,12,1998.92,Figure 4.12,Fladen,8.85
1999,1,1999.00,Figure 4.12,Fladen,8.15
1999,2,1999.08,Figure 4.12,Fladen,7.32
1999,3,1999.17,Figure 4.12,Fladen,6.96
1999,4,1999.25,Figure 4.12,Fladen,7.40
1999,5,1999.33,Figure 4.12,Fladen,8.76
1999,6,1999.42,Figure 4.12,Fladen,10.23
1999,7,1999.50,Figure 4.12,Fladen,13.03
1999,8,1999.58,Figure 4.12,Fladen,13.72
1999,9,1999.67,Figure 4.12,Fladen,13.40
1999,10,1999.75,Figure 4.12,Fladen,11.83
1999,11,1999.83,Figure 4.12,Fladen,10.57
1999,12,1999.92,Figure 4.12,Fladen,9.04
2000,1,2000.00,Figure 4.12,Fladen,7.91
2000,2,2000.08,Figure 4.12,Fladen,7.44
2000,3,2000.17,Figure 4.12,Fladen,7.33
2000,4,2000.25,Figure 4.12,Fladen,7.10
2000,5,2000.33,Figure 4.12,Fladen,9.36
2000,6,2000.42,Figure 4.12,Fladen,10.62
2000,7,2000.50,Figure 4.12,Fladen,12.02
2000,8,2000.58,Figure 4.12,Fladen,13.62
2000,9,2000.67,Figure 4.12,Fladen,12.62
2000,10,2000.75,Figure 4.12,Fladen,11.35
2000,11,2000.83,Figure 4.12,Fladen,10.17
2000,12,2000.92,Figure 4.12,Fladen,9.44
2001,1,2001.00,Figure 4.12,Fladen,8.41
2001,2,2001.08,Figure 4.12,Fladen,7.22
2001,3,2001.17,Figure 4.12,Fladen,6.81
2001,4,2001.25,Figure 4.12,Fladen,6.99
2001,5,2001.33,Figure 4.12,Fladen,9.15
2001,6,2001.42,Figure 4.12,Fladen,10.51
2001,7,2001.50,Figure 4.12,Fladen,12.98
2001,8,2001.58,Figure 4.12,Fladen,13.94
2001,9,2001.67,Figure 4.12,Fladen,12.56
2001,10,2001.75,Figure 4.12,Fladen,11.97
2001,11,2001.83,Figure 4.12,Fladen,10.47
2001,12,2001.92,Figure 4.12,Fladen,9.22
2002,1,2002.00,Figure 4.12,Fladen,8.27
2002,2,2002.08,Figure 4.12,Fladen,7.98
2002,3,2002.17,Figure 4.12,Fladen,7.41
2002,4,2002.25,Figure 4.12,Fladen,7.84
2002,5,2002.33,Figure 4.12,Fladen,9.31
2002,6,2002.42,Figure 4.12,Fladen,12.30
2002,7,2002.50,Figure 4.12,Fladen,13.95
2002,8,2002.58,Figure 4.12,Fladen,15.48
2002,9,2002.67,Figure 4.12,Fladen,14.31
2002,10,2002.75,Figure 4.12,Fladen,12.46
2002,11,2002.83,Figure 4.12,Fladen,10.25
2002,12,2002.92,Figure 4.12,Fladen,9.38
2003,1,2003.00,Figure 4.12,Fladen,8.40
2003,2,2003.08,Figure 4.12,Fladen,7.61
2003,3,2003.17,Figure 4.12,Fladen,7.43
2003,4,2003.25,Figure 4.12,Fladen,8.14
2003,5,2003.33,Figure 4.12,Fladen,9.57
2003,6,2003.42,Figure 4.12,Fladen,12.57
2003,7,2003.50,Figure 4.12,Fladen,14.72
2003,8,2003.58,Figure 4.12,Fladen,15.64
2003,9,2003.67,Figure 4.12,Fladen,14.13
2003,10,2003.75,Figure 4.12,Fladen,11.97
2003,11,2003.83,Figure 4.12,Fladen,10.94
2003,12,2003.92,Figure 4.12,Fladen,9.94
2004,1,2004.00,Figure 4.12,Fladen,8.85
2004,2,2004.08,Figure 4.12,Fladen,8.03
2004,3,2004.17,Figure 4.12,Fladen,7.62
2004,4,2004.25,Figure 4.12,Fladen,7.90
2004,5,2004.33,Figure 4.12,Fladen,9.31
2004,6,2004.42,Figure 4.12,Fladen,11.43
2004,7,2004.50,Figure 4.12,Fladen,13.06
2004,8,2004.58,Figure 4.12,Fladen,14.98
2004,9,2004.67,Figure 4.12,Fladen,13.23
2004,10,2004.75,Figure 4.12,Fladen,11.38
2004,11,2004.83,Figure 4.12,Fladen,10.65
2004,12,2004.92,Figure 4.12,Fladen,9.56
2005,1,2005.00,Figure 4.12,Fladen,8.33
2005,2,2005.08,Figure 4.12,Fladen,7.60
2005,3,2005.17,Figure 4.12,Fladen,7.21
2005,4,2005.25,Figure 4.12,Fladen,7.58
2005,5,2005.33,Figure 4.12,Fladen,8.54
2005,6,2005.42,Figure 4.12,Fladen,10.65
2005,7,2005.50,Figure 4.12,Fladen,13.59
2005,8,2005.58,Figure 4.12,Fladen,13.39
2005,9,2005.67,Figure 4.12,Fladen,12.91
2005,10,2005.75,Figure 4.12,Fladen,11.83
2005,11,2005.83,Figure 4.12,Fladen,10.92
2005,12,2005.92,Figure 4.12,Fladen,9.66
2006,1,2006.00,Figure 4.12,Fladen,8.57
2006,2,2006.08,Figure 4.12,Fladen,8.08
2006,3,2006.17,Figure 4.12,Fladen,7.16
2006,4,2006.25,Figure 4.12,Fladen,7.30
2006,5,2006.33,Figure 4.12,Fladen,8.55
2006,6,2006.42,Figure 4.12,Fladen,10.95
2006,7,2006.50,Figure 4.12,Fladen,14.21
2006,8,2006.58,Figure 4.12,Fladen,14.94
2006,9,2006.67,Figure 4.12,Fladen,13.99
2006,10,2006.75,Figure 4.12,Fladen,12.71
2006,11,2006.83,Figure 4.12,Fladen,10.82
2006,12,2006.92,Figure 4.12,Fladen,9.82
2007,1,2007.00,Figure 4.12,Fladen,8.80
2007,2,2007.08,Figure 4.12,Fladen,8.03
2007,3,2007.17,Figure 4.12,Fladen,7.81
2007,4,2007.25,Figure 4.12,Fladen,8.27
2007,5,2007.33,Figure 4.12,Fladen,9.45
2007,6,2007.42,Figure 4.12,Fladen,11.62
2007,7,2007.50,Figure 4.12,Fladen,13.29
2007,8,2007.58,Figure 4.12,Fladen,13.31
2007,9,2007.67,Figure 4.12,Fladen,12.27
2007,10,2007.75,Figure 4.12,Fladen,11.38
2007,11,2007.83,Figure 4.12,Fladen,10.21
2007,12,2007.92,Figure 4.12,Fladen,9.09
2008,1,2008.00,Figure 4.12,Fladen,8.11
2008,2,2008.08,Figure 4.12,Fladen,7.57
2008,3,2008.17,Figure 4.12,Fladen,7.23
2008,4,2008.25,Figure 4.12,Fladen,7.47
2008,5,2008.33,Figure 4.12,Fladen,10.08
2008,6,2008.42,Figure 4.12,Fladen,11.73
2008,7,2008.50,Figure 4.12,Fladen,12.92
2008,8,2008.58,Figure 4.12,Fladen,14.18
2008,9,2008.67,Figure 4.12,Fladen,13.55
2008,10,2008.75,Figure 4.12,Fladen,11.62
2008,11,2008.83,Figure 4.12,Fladen,10.17
2008,12,2008.92,Figure 4.12,Fladen,8.79
2009,1,2009.00,Figure 4.12,Fladen,7.84
2009,2,2009.08,Figure 4.12,Fladen,7.16
2009,3,2009.17,Figure 4.12,Fladen,7.40
2009,4,2009.25,Figure 4.12,Fladen,7.95
2009,5,2009.33,Figure 4.12,Fladen,9.32
2009,6,2009.42,Figure 4.12,Fladen,12.21
2009,7,2009.50,Figure 4.12,Fladen,14.78
2009,8,2009.58,Figure 4.12,Fladen,14.75
2009,9,2009.67,Figure 4.12,Fladen,13.29
2009,10,2009.75,Figure 4.12,Fladen,11.84
2009,11,2009.83,Figure 4.12,Fladen,10.90
2009,12,2009.92,Figure 4.12,Fladen,9.58
2010,1,2010.00,Figure 4.12,Fladen,8.24
2010,2,2010.08,Figure 4.12,Fladen,7.16
2010,3,2010.17,Figure 4.12,Fladen,7.04
2010,4,2010.25,Figure 4.12,Fladen,7.36
2010,5,2010.33,Figure 4.12,Fladen,8.84
2010,6,2010.42,Figure 4.12,Fladen,11.39
2010,7,2010.50,Figure 4.12,Fladen,12.97
2010,8,2010.58,Figure 4.12,Fladen,14.18
2010,9,2010.67,Figure 4.12,Fladen,13.08
2010,10,2010.75,Figure 4.12,Fladen,11.45
2010,11,2010.83,Figure 4.12,Fladen,10.12
2010,12,2010.92,Figure 4.12,Fladen,8.26
2011,1,2011.00,Figure 4.12,Fladen,7.41
2011,2,2011.08,Figure 4.12,Fladen,6.87
2011,3,2011.17,Figure 4.12,Fladen,6.87
2011,4,2011.25,Figure 4.12,Fladen,7.68
2011,5,2011.33,Figure 4.12,Fladen,9.53
2011,6,2011.42,Figure 4.12,Fladen,11.20
2011,7,2011.50,Figure 4.12,Fladen,13.63
2011,8,2011.58,Figure 4.12,Fladen,13.66
2011,9,2011.67,Figure 4.12,Fladen,12.86
2011,10,2011.75,Figure 4.12,Fladen,11.77
2011,11,2011.83,Figure 4.12,Fladen,11.09
2011,12,2011.92,Figure 4.12,Fladen,9.60
2012,1,2012.00,Figure 4.12,Fladen,8.28
2012,2,2012.08,Figure 4.12,Fladen,7.57
2012,3,2012.17,Figure 4.12,Fladen,7.81
2012,4,2012.25,Figure 4.12,Fladen,7.68
2012,5,2012.33,Figure 4.12,Fladen,8.80
2012,6,2012.42,Figure 4.12,Fladen,11.16
2012,7,2012.50,Figure 4.12,Fladen,12.61
2012,8,2012.58,Figure 4.12,Fladen,14.50
2012,9,2012.67,Figure 4.12,Fladen,12.61
2012,10,2012.75,Figure 4.12,Fladen,11.12
2012,11,2012.83,Figure 4.12,Fladen,10.07
2012,12,2012.92,Figure 4.12,Fladen,8.81
2013,1,2013.00,Figure 4.12,Fladen,7.87
2013,2,2013.08,Figure 4.12,Fladen,6.91
2013,3,2013.17,Figure 4.12,Fladen,6.45
2013,4,2013.25,Figure 4.12,Fladen,6.58
2013,5,2013.33,Figure 4.12,Fladen,8.04
2013,6,2013.42,Figure 4.12,Fladen,10.87
